iter	Passed	Remaining
487	9568	10039
488	9586	10017
489	9606	9999
490	9625	9977
491	9646	9959
492	9668	9942
493	9689	9925
494	9712	9908
495	9731	9888
496	9751	9869
497	9782	9860
498	9807	9847
499	9838	9838
500	9875	9836
501	9907	9828
502	9934	9816
503	9957	9799
504	9981	9784
505	10007	9770
506	10032	9755
507	10058	9742
508	10083	9727
509	10108	9711
510	10138	9702
511	10164	9687
512	10189	9673
513	10218	9662
514	10241	9644
515	10258	9622
516	10277	9601
517	10294	9579
518	10313	9557
519	10331	9537
520	10349	9515
521	10375	9501
522	10395	9481
523	10416	9462
524	10444	9450
525	10471	9436
526	10500	9424
527	10531	9414
528	10566	9407
529	10594	9394
530	10621	9381
531	10650	9369
532	10679	9356
533	10712	9347
534	10746	9340
535	10776	9328
536	10808	9318
537	10839	9307
538	10867	9294
539	10896	9282
540	10931	9274
541	10964	9264
542	10989	9248
543	11025	9241
544	11059	9233
545	11088	9220
546	11113	9203
547	11140	9189
548	11177	9182
549	11213	9174
550	11242	9161
551	11265	9142
552	11293	9128
553	11316	9110
554	11348	9098
555	11376	9085
556	11392	9061
557	11411	9038
558	11429	9017
559	11447	8994
560	11470	8976
561	11488	8953
562	11506	8931
563	11523	8908
564	11540	8885
565	11558	8862
566	11577	8841
567	11595	8819
568	11618	8800
569	11635	8777
570	11652	8754
571	11670	8732
572	11688	8710
573	11707	8689
574	11726	8667
575	11744	8645
576	11762	8623
577	11781	8601
578	11798	8579
579	11817	8557
580	11834	8534
581	11854	8514
582	11872	8491
583	11890	8469
584	11914	8451
585	11930	8428
586	11948	8406
587	11967	8385
588	11987	8364
589	12007	8344
590	12024	8321
591	12041	8299
592	12060	8277
593	12077	8254
594	12095	8232
595	12112	8210
596	12129	8187
597	12153	8170
598	12172	8148
599	12194	8129
600	12211	8107
601	12229	8084
602	12248	8064
603	12267	8043
604	12285	8021
605	12303	7999
606	12321	7977
607	12341	7956
608	12360	7935
609	12379	7914
610	12396	7892
611	12414	7870
612	12432	7848
613	12450	7827
614	12467	7805
615	12485	7782
616	12505	7762
617	12524	7741
618	12541	7719
619	12559	7697
620	12576	7675
621	12593	7653
622	12615	7633
623	12635	7613
624	12664	7598
625	12695	7585
626	12727	7571
627	12760	7558
628	12792	7545
629	12822	7530
630	12850	7514
631	12881	7500
632	12906	7483
633	12932	7465
634	12956	7447
635	12983	7430
636	13007	7412
637	13035	7396
638	13060	7378
639	13086	7361
640	13115	7345
641	13141	7327
642	13166	7310
643	13190	7291
644	13213	7272
645	13231	7250
646	13248	7228
647	13267	7207
648	13288	7187
649	13313	7168
650	13344	7153
651	13375	7139
652	13401	7121
653	13434	7107
654	13462	7090
655	13487	7072
656	13515	7056
657	13546	7040
658	13568	7020
659	13592	7002
660	13617	6983
661	13637	6962
662	13667	6947
663	13702	6933
664	13734	6918
665	13771	6906
666	13799	6889
667	13838	6877
668	13868	6861
669	13900	6846
670	13924	6827
671	13944	6806
672	13961	6783
673	13980	6761
674	13998	6739
675	14017	6718
676	14036	6696
677	14055	6675
678	14079	6655
679	14101	6635
680	14121	6614
681	14144	6595
682	14177	6580
683	14218	6568
684	14253	6554
685	14288	6540
686	14324	6526
687	14357	6510
688	14376	6489
689	14395	6467
690	14413	6445
691	14431	6423
692	14450	6401
693	14469	6380
694	14486	6357
695	14505	6335
696	14521	6313
697	14539	6290
698	14559	6269
699	14578	6247
700	14597	6226
701	14622	6207
702	14641	6185
703	14659	6163
704	14678	6141
705	14696	6119
706	14714	6097
707	14732	6076
708	14752	6054
709	14769	6032
710	14787	6010
711	14805	5988
712	14824	5967
713	14842	5945
714	14861	5923
715	14879	5901
716	14897	5879
717	14915	5858
718	14934	5836
719	14953	5815
720	14970	5793
721	14989	5771
722	15008	5750
723	15026	5728
724	15044	5706
725	15064	5685
726	15081	5663
727	15099	5641
728	15117	5619
729	15136	5598
730	15155	5576
731	15173	5555
732	15197	5535
733	15215	5513
734	15234	5492
735	15252	5470
736	15270	5449
737	15289	5428
738	15310	5407
739	15329	5386
740	15348	5364
741	15366	5343
742	15385	5321
743	15403	5299
744	15420	5278
745	15442	5257
746	15469	5239
747	15488	5217
748	15509	5197
749	15529	5176
750	15546	5154
751	15561	5132
752	15583	5111
753	15603	5090
754	15622	5069
755	15643	5048
756	15660	5027
757	15677	5005
758	15695	4983
759	15715	4962
760	15732	4940
761	15751	4919
762	15769	4898
763	15786	4876
764	15808	4856
765	15828	4835
766	15845	4813
767	15863	4792
768	15881	4770
769	15899	4749
770	15917	4727
771	15935	4706
772	15953	4684
773	15971	4663
774	15989	4642
775	16008	4621
776	16028	4600
777	16047	4579
778	16065	4557
779	16085	4536
780	16109	4517
781	16127	4495
782	16146	4474
783	16164	4453
784	16182	4432
785	16206	4412
786	16224	4391
787	16241	4369
788	16260	4348
789	16278	4327
790	16297	4306
791	16315	4284
792	16343	4266
793	16361	4244
794	16380	4223
795	16398	4202
796	16416	4181
797	16437	4160
798	16456	4139
799	16475	4118
800	16494	4097
801	16511	4076
802	16530	4055
803	16548	4034
804	16572	4014
805	16589	3993
806	16609	3972
807	16627	3951
808	16645	3930
809	16663	3908
810	16682	3887
811	16700	3866
812	16717	3845
813	16734	3823
814	16752	3802
815	16770	3781
816	16787	3760
817	16805	3739
818	16826	3718
819	16843	3697
820	16861	3676
821	16880	3655
822	16897	3634
823	16914	3612
824	16931	3591
825	16950	3570
826	16967	3549
827	16985	3528
828	17003	3507
829	17021	3486
830	17039	3465
831	17057	3444
832	17074	3423
833	17092	3402
834	17110	3381
835	17132	3360
836	17149	3339
837	17167	3318
838	17185	3297
839	17209	3278
840	17227	3257
841	17245	3236
842	17267	3215
843	17284	3194
844	17304	3174
845	17321	3153
846	17341	3132
847	17359	3111
848	17379	3090
849	17395	3069
850	17414	3049
851	17432	3028
852	17450	3007
853	17468	2986
854	17486	2965
855	17502	2944
856	17520	2923
857	17538	2902
858	17556	2881
859	17574	2861
860	17593	2840
861	17615	2820
862	17634	2799
863	17653	2778
864	17673	2758
865	17693	2737
866	17711	2717
867	17729	2696
868	17747	2675
869	17765	2654
870	17783	2633
871	17801	2613
872	17822	2592
873	17840	2571
874	17859	2551
875	17877	2530
876	17894	2509
877	17912	2489
878	17930	2468
879	17948	2447
880	17965	2426
881	17984	2406
882	18001	2385
883	18019	2364
884	18038	2344
885	18055	2323
886	18072	2302
887	18090	2281
888	18107	2260
889	18125	2240
890	18143	2219
891	18162	2199
892	18180	2178
893	18201	2158
894	18220	2137
895	18238	2117
896	18256	2096
897	18275	2075
898	18293	2055
899	18312	2034
900	18329	2013
901	18345	1993
902	18364	1972
903	18382	1952
904	18400	1931
905	18421	1911
906	18438	1890
907	18458	1870
908	18475	1849
909	18493	1829
910	18511	1808
911	18529	1787
912	18547	1767
913	18566	1746
914	18584	1726
915	18604	1706
916	18621	1685
917	18641	1665
918	18659	1644
919	18680	1624
920	18697	1603
921	18715	1583
922	18732	1562
923	18749	1542
924	18768	1521
925	18791	1501
926	18810	1481
927	18828	1460
928	18845	1440
929	18864	1419
930	18881	1399
931	18899	1378
932	18917	1358
933	18935	1338
934	18953	1317
935	18970	1297
936	18989	1276
937	19007	1256
938	19025	1235
939	19042	1215
940	19060	1195
941	19077	1174
942	19095	1154
943	19113	1133
944	19131	1113
945	19149	1093
946	19166	1072
947	19188	1052
948	19205	1032
949	19225	1011
950	19243	991
951	19261	971
952	19279	950
953	19298	930
954	19316	910
955	19334	889
956	19353	869
957	19371	849
958	19390	828
959	19407	808
960	19425	788
961	19444	768
962	19462	747
963	19480	727
964	19499	707
965	19518	686
966	19536	666
967	19555	646
968	19572	626
969	19590	605
970	19611	585
971	19629	565
972	19647	545
973	19666	524
974	19685	504
975	19708	484
976	19728	464
977	19746	444
978	19763	423
979	19782	403
980	19799	383
981	19817	363
982	19836	343
983	19854	322
984	19871	302
985	19894	282
986	19913	262
987	19931	242
988	19949	221
989	19968	201
990	19985	181
991	20004	161
992	20025	141
993	20042	120
994	20061	100
995	20079	80
996	20096	60
997	20114	40
998	20132	20
999	20150	0
